NAME	URL	HOMEPAGE	DESCRIPTION	CREATED_AT
ivotron/czi-eoss-3rd-cycle	https://github.com/ivotron/czi-eoss-3rd-cycle			2020-07-26T19:18:30Z
pablobernabeu/Experimental-data-simulation	https://github.com/pablobernabeu/Experimental-data-simulation	https://pablo-bernabeu.shinyapps.io/experimental-data-simulation/	Generate a pseudorandom data set to simulate an experiment. This web application is suitable for educational and research purposes in experimental and quantitative sciences. It allows the creation of varied data sets with specified structures, such as between-group and within-participant variables, that can be categorical or continuous.	2020-04-18T17:08:46Z
spdx/license-list-XML	https://github.com/spdx/license-list-XML		This is the repository for the master files that comprise the  SPDX License List	2016-03-24T21:15:07Z
nuest/ten-simple-rules-dockerfiles	https://github.com/nuest/ten-simple-rules-dockerfiles	https://doi.org/10.1371/journal.pcbi.1008316	Ten Simple Rules for Writing Dockerfiles for Reproducible Data Science	2019-05-31T15:37:13Z
conda-forge/helpme-feedstock	https://github.com/conda-forge/helpme-feedstock		A conda-smithy repository for helpme.	2019-12-22T03:11:30Z
nuest/ten-simple-rules-dockerfiles-revision	https://github.com/nuest/ten-simple-rules-dockerfiles-revision			2020-08-17T15:32:01Z
spack/contrib	https://github.com/spack/contrib		A python package for making stacked area plots of contributions over time.	2019-09-22T23:03:49Z
pyout/pyout	https://github.com/pyout/pyout		Terminal styling for structured data	2017-12-19T18:10:05Z
broadinstitute/cromwell	https://github.com/broadinstitute/cromwell	http://cromwell.readthedocs.io/	Scientific workflow engine designed for simplicity & scalability. Trivially transition between one off use cases to massive scale production environments	2015-04-17T19:39:36Z
betterscientificsoftware/bssw.io	https://github.com/betterscientificsoftware/bssw.io	https://bssw.io	Better Scientific Software Homepage	2016-12-10T02:34:29Z
AliaksandrSiarohin/first-order-model	https://github.com/AliaksandrSiarohin/first-order-model	https://aliaksandrsiarohin.github.io/first-order-model-website/	This repository contains the source code for the paper First Order Motion Model for Image Animation 	2019-12-11T03:55:25Z
minio/minio-py	https://github.com/minio/minio-py	https://docs.min.io/docs/python-client-quickstart-guide.html	MinIO Client SDK for Python	2015-06-17T03:51:15Z
stanford-rc/biobank-hpc-dev	https://github.com/stanford-rc/biobank-hpc-dev		Development work for Budget Builder (under development!)	2020-03-18T19:19:32Z
conda-forge/singularity-compose-feedstock	https://github.com/conda-forge/singularity-compose-feedstock		A conda-smithy repository for singularity-compose.	2019-06-21T17:59:19Z
BradnerLab/pipeline	https://github.com/BradnerLab/pipeline		bradner lab computation pipeline scripts	2013-08-30T23:16:30Z
nilearn/nilearn	https://github.com/nilearn/nilearn	http://nilearn.github.io	Machine learning for NeuroImaging in Python	2011-01-09T19:02:23Z
koesterlab/kim-wxs-varlociraptor	https://github.com/koesterlab/kim-wxs-varlociraptor		Analysis of the WXS dataset in https://doi.org/10.1158/2326-6066.CIR-17-0453 with Varlociraptor	2020-01-20T14:46:18Z
nushell/nushell	https://github.com/nushell/nushell	https://www.nushell.sh/	A new type of shell	2019-05-10T16:59:42Z
betterscientificsoftware/images	https://github.com/betterscientificsoftware/images		Repository for BSSw image files	2017-05-19T15:02:53Z
spack/spack	https://github.com/spack/spack	https://spack.io	A flexible package manager that supports multiple versions, configurations, platforms, and compilers.	2014-01-08T09:22:12Z
rodrigobressan/face2data	https://github.com/rodrigobressan/face2data	https://face2data.herokuapp.com/	Face2Data: Extract meaningful information from a person face in less than a second. Powered by Keras and Flask.	2019-11-11T20:43:58Z
jamespjh/eResearch-meeting-list	https://github.com/jamespjh/eResearch-meeting-list			2019-10-02T10:47:02Z
sfosc/sfosc	https://github.com/sfosc/sfosc		The Sustainable Free and Open Source Community Website	2018-11-30T23:09:26Z
dnouri/nolearn	https://github.com/dnouri/nolearn	http://danielnouri.org/notes/2014/12/17/using-convolutional-neural-nets-to-detect-facial-keypoints-tutorial/	Combines the ease of use of scikit-learn with the power of Theano/Lasagne	2012-11-22T21:41:47Z
CircleCI-Public/docker-orb	https://github.com/CircleCI-Public/docker-orb	https://circleci.com/orbs/registry/orb/circleci/docker	Install/use various Docker-related tools on CircleCI	2019-05-02T15:51:33Z
TomHarrop/containers-sylabs-genomics	https://github.com/TomHarrop/containers-sylabs-genomics			2019-09-23T01:11:25Z
robertaboukhalil/fastq.bio	https://github.com/robertaboukhalil/fastq.bio	https://fastq.bio	An interactive web tool for quality control of DNA sequencing data	2017-08-23T03:02:53Z
imr-framework/virtual-scanner	https://github.com/imr-framework/virtual-scanner		An end-to-end hybrid MR simulator/console	2019-03-05T16:53:48Z
o2r-project/containerit	https://github.com/o2r-project/containerit	https://o2r.info/containerit/	Package an R workspace and all dependencies as a Docker container	2016-07-06T08:38:31Z
mpetroff/pannellum	https://github.com/mpetroff/pannellum	https://pannellum.org/	Pannellum is a lightweight, free, and open source panorama viewer for the web.	2012-09-17T15:43:07Z
paviliondev/discourse-question-answer	https://github.com/paviliondev/discourse-question-answer		Discourse Question Answer Plugin	2017-01-14T15:55:24Z
hanxiao/bert-as-service	https://github.com/hanxiao/bert-as-service	https://bert-as-service.readthedocs.io	Mapping a variable-length sentence to a fixed-length vector using BERT model	2018-11-12T10:48:50Z
sdras/awesome-actions	https://github.com/sdras/awesome-actions		A curated list of awesome actions to use on GitHub	2018-10-17T17:53:45Z
bimlas/bash-mosh	https://github.com/bimlas/bash-mosh		Bash: Run shell commands in multiple directories grouped by tags	2019-05-31T23:08:54Z
OpenDrift/opendrift	https://github.com/OpenDrift/opendrift	https://opendrift.github.io	Open source framework for ocean trajectory modelling	2013-12-16T13:32:04Z
wyattferguson/trumpbot-rnn	https://github.com/wyattferguson/trumpbot-rnn		A RNN trained on Donald Trumps tweets	2019-05-03T18:00:09Z
RunestoneInteractive/RunestoneServer	https://github.com/RunestoneInteractive/RunestoneServer	http://runestoneinteractive.org	Interactive books for computer science	2012-01-27T00:25:53Z
mgoubran/MIRACL	https://github.com/mgoubran/MIRACL	https://miracl.readthedocs.io	Multi-modal Image Registration And Connectivity anaLysis	2017-08-22T23:45:36Z
kkmann/jupyter-singularity-demo	https://github.com/kkmann/jupyter-singularity-demo		demo for setting up a reproducible jupyter notebook using singularity container	2019-04-08T09:49:14Z
t9tio/open-source-jobs	https://github.com/t9tio/open-source-jobs	https://oo.t9t.io/organizations	A list of Open Source projects offering jobs.	2019-03-21T12:58:36Z
cole-brokamp/rize	https://github.com/cole-brokamp/rize		dockerize R shiny apps	2017-02-20T23:15:16Z
penrose/arxiv-miner	https://github.com/penrose/arxiv-miner		analysis of arxiv equations and figures to guide Penrose development	2018-12-04T19:28:48Z
macshine/coupling	https://github.com/macshine/coupling		Matlab and Python scripts for calculating functional coupling between time series data	2014-12-19T19:33:03Z
esurface/smanage	https://github.com/esurface/smanage		Slurm Manage for submitting and useful reporting on job arrays	2018-08-17T15:15:55Z
tabakg/tabakg.github.io	https://github.com/tabakg/tabakg.github.io		My blog	2016-11-10T05:18:58Z
Kitware/paraviewweb	https://github.com/Kitware/paraviewweb	http://kitware.github.io/paraviewweb/	Web framework for building interactive visualization relying on VTK or ParaView to produce visualization data	2016-02-12T21:19:15Z
akheron/jansson	https://github.com/akheron/jansson	http://www.digip.org/jansson/	C library for encoding, decoding and manipulating JSON data	2009-04-23T06:35:33Z
SimVascular/SimVascular	https://github.com/SimVascular/SimVascular		A comprehensive opensource software package providing a complete pipeline from medical image data segmentation to patient specific blood flow simulation and analysis.	2015-08-21T18:01:19Z
mmore500/presentation-template	https://github.com/mmore500/presentation-template		A LaTeX Beamer template for presentations using the Metropolis theme.	2017-11-14T19:26:46Z
Kaggle/kaggle-api	https://github.com/Kaggle/kaggle-api		Official Kaggle API	2018-01-25T03:02:39Z
BU-ISCIII/nextflow-scif	https://github.com/BU-ISCIII/nextflow-scif		This is a demo about how to develop and deploy a pipeline using nextflow, scif, a container (Singularity and Docker) and its posterior deployment.	2018-08-02T13:35:55Z
ivmartel/dwv	https://github.com/ivmartel/dwv	https://ivmartel.github.io/dwv/	DICOM Web Viewer: open source zero footprint medical image viewer.	2011-09-21T07:31:32Z
jumpingrivers/podcasts	https://github.com/jumpingrivers/podcasts	https://jumpingrivers.github.io/podcasts/	A collection of Data Science and Statistics podcasts	2017-07-14T09:49:43Z
jupyterhub/repo2docker	https://github.com/jupyterhub/repo2docker	https://repo2docker.readthedocs.io	Turn repositories into Jupyter-enabled Docker images	2017-05-09T08:36:30Z
binder-examples/continuous-build	https://github.com/binder-examples/continuous-build		Show how to use continuous integration to test your dependency specifications	2018-07-17T14:39:03Z
FelixHenninger/lab.js	https://github.com/FelixHenninger/lab.js	https://lab.js.org/	Online research made easy	2015-12-08T14:03:13Z
dnanexus/dxWDL	https://github.com/dnanexus/dxWDL		Workflow Description Language compiler for the DNAnexus platform	2017-02-27T18:43:01Z
hpcugent/vsc-install	https://github.com/hpcugent/vsc-install		Shared setuptools functions and classes for python libraries developed by UGent's HPC group	2015-10-15T08:30:59Z
olifre/dockerhub2oci	https://github.com/olifre/dockerhub2oci		Simple shell tool to pull from DockerHub and create an OCI image	2018-01-03T18:25:51Z
sajjadtorabian/singularity_recipes	https://github.com/sajjadtorabian/singularity_recipes			2018-04-07T00:47:08Z
amojarro/carrierseq	https://github.com/amojarro/carrierseq		a sequence analysis workflow for low-input nanopore sequencing	2017-05-31T15:11:18Z
aschinchon/mandalas-colored	https://github.com/aschinchon/mandalas-colored		An R experiment about Voronoi tesselation to create colored mandalas	2018-03-11T09:23:15Z
eilon-s/sherlock_vep	https://github.com/eilon-s/sherlock_vep			2018-03-13T18:31:18Z
NVIDIA/hpc-container-maker	https://github.com/NVIDIA/hpc-container-maker		HPC Container Maker	2018-03-22T19:26:41Z
marktext/website	https://github.com/marktext/website	https://marktext.app	The website of Mark Text	2018-03-05T10:16:02Z
StanfordCosyne/pancakes	https://github.com/StanfordCosyne/pancakes		testing MRI processing pipelines in SPM with containers	2018-02-02T23:20:13Z
AIM-Project/AIM-Manuscript	https://github.com/AIM-Project/AIM-Manuscript		"This repo contains supporting documents for the manuscript ""Defining the AIM: An Abstraction for Improving Machine Learning Prediction"""	2017-10-05T21:13:24Z
opencontainers/runc	https://github.com/opencontainers/runc	https://www.opencontainers.org/	CLI tool for spawning and running containers according to the OCI specification	2015-06-05T23:30:45Z
thoughtfulbloke/sorting_stat	https://github.com/thoughtfulbloke/sorting_stat		A Hogwarts style Twitter account sorter	2017-12-31T04:59:43Z
fbartusch/snakemake_tutorial	https://github.com/fbartusch/snakemake_tutorial			2018-01-22T18:23:16Z
NrgXnat/xnat-docker-compose	https://github.com/NrgXnat/xnat-docker-compose		Build an XNAT server configuration with Docker Compose	2017-10-16T13:04:31Z
stats285/stats285.github.io	https://github.com/stats285/stats285.github.io		STATS285 course website	2017-07-22T06:36:45Z
YeoLab/yeolab.github.io	https://github.com/YeoLab/yeolab.github.io	https://github.com/YeoLab/yeolab.github.io-source	Do not edit this repo! Everything here is machine-generated by Travis-CI every time we push to the yeolab/yeolab.github.io-source page	2015-01-27T21:49:01Z
cjprybol/singularity-testing	https://github.com/cjprybol/singularity-testing			2016-08-12T15:55:05Z
